3470	0	10727
3470	1	3470
3470	2	23327
3470	3	27124
3470	4	27185
3470	5	27405
3470	6	27130
3470	7	27250
2192	0	9458
2192	1	16256
2192	2	22056
2192	3	27124
2192	4	27185
2192	5	27406
2192	6	1
2192	7	27230
2192	7	27303
22	0	7299
22	1	14532
22	2	19888
22	3	27123
22	4	27185
22	5	27405
22	6	22
22	7	27231
22	7	27229
2306	0	9572
2306	1	16355
2306	2	22170
2306	3	27123
2306	4	27185
2306	5	27405
2306	6	1
2306	7	27230
4695	0	11946
4695	1	18151
4695	2	24547
4695	3	27123
4695	4	27185
4695	5	27405
4695	6	15572
4695	7	27249
6547	0	13792
6547	1	19377
6547	2	26395
6547	3	27123
6547	4	27185
6547	5	27405
6547	6	27130
6547	6	27133
6547	7	27250
6547	7	27242
6968	0	14210
6968	1	19670
6968	2	26816
6968	3	27123
6968	4	27185
6968	5	27405
6968	6	15572
6968	7	27249
5982	0	13229
5982	1	17448
5982	2	25831
5982	3	27123
5982	4	27185
5982	5	27405
5982	6	14683
5982	7	27285
5982	7	27246
2610	0	9874
2610	1	16603
2610	2	22472
2610	3	27123
2610	4	27185
2610	5	27405
2610	6	15572
2610	7	27249
4825	0	12076
4825	1	18242
4825	2	24675
4825	3	27124
4825	4	27185
4825	5	27405
4825	6	194
4825	6	132
4825	7	27243
5088	0	12338
5088	1	15226
5088	2	24938
5088	3	27123
5088	4	27185
5088	5	27405
5088	6	1
5088	7	27230
3576	0	10832
3576	1	72
3576	2	23433
3576	3	27123
3576	4	27185
3576	5	27405
3576	6	15572
3576	7	27249
3009	0	10272
3009	1	3009
3009	2	22868
3009	3	27123
3009	4	27185
3009	5	27405
3009	6	1
3009	7	27230
4126	0	11378
4126	1	4126
4126	2	23981
4126	3	27123
4126	4	27185
4126	5	27405
4126	6	64
4126	7	27245
5422	0	12671
5422	1	18645
5422	2	25272
5422	3	27123
5422	4	27185
5422	5	27405
5422	6	14683
5422	7	27246
3289	0	10550
3289	1	17123
3289	2	23146
3289	3	27123
3289	4	27185
3289	5	27405
3289	6	9
3289	7	27249
3289	7	27245
3289	7	27248
3289	7	27271
3289	7	27270
3289	7	27233
3289	7	27259
7068	0	14310
7068	1	19727
7068	2	26916
7068	3	27123
7068	4	27185
7068	5	27405
7068	6	15572
7068	7	27304
6316	0	13561
6316	1	19231
6316	2	26165
6316	3	27124
6316	4	27185
6316	5	27405
6316	6	1
6316	7	27230
3513	0	10770
3513	1	3510
3513	2	23370
3513	3	27123
3513	4	27185
3513	5	27405
3513	6	46
3513	7	27294
1337	0	8606
1337	1	15597
1337	2	21203
1337	3	27123
1337	4	27185
1337	5	27419
1337	6	1
1337	7	27230
1337	7	27323
1337	7	27250
6942	0	14184
6942	1	19650
6942	2	26790
6942	3	27124
6942	4	27185
6942	5	27405
6942	6	10
6942	7	27230
6942	7	27258
6942	7	27291
5070	0	12320
5070	1	14528
5070	2	24920
5070	3	27124
5070	4	27185
5070	5	27405
5070	6	9
5070	6	96
5070	6	11524
5070	6	27146
5070	6	27130
5070	6	16915
5070	7	27233
5070	7	27250
5070	7	27399
5382	0	12631
